线路,车牌号,方向,发车时间,计划发车时间,发车时间依据,到达时间,全程时间,班次类型,班次类型判定依据,到达置信度,到达估算方法,参与车速排名,本车首次观测,最后可靠采集站点,最后可靠预计到达时间,备注,当日车速排名,当日计入排名班次,当日平均全程时间（分钟）
浦东35路,沪A67712D,0,13:20,13:20,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:40,,,,9,1,137
浦东35路,沪A68261D,1,07:24,07:24,SHMAAS待发计划,待确认,,疑似区间车,同车发车97分钟后已反向运行，早于该方向已确认全程最短122分钟的80%阈值（97.5分钟）,D,证据不足,否,07:20,沪南路陈春东路,08:40,,,0,
浦东35路,沪A68261D,1,13:05,13:05,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,07:20,,,,,0,
浦东35路,沪A68375D,0,08:06,08:06,SHMAAS待发计划,10:32,146,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,06:40,康恩路康浦路,10:32,终点近站ETA推算，约±2分钟；末段轨迹已观测，班次类型与到达置信度分开判定,8,2,136
浦东35路,沪A68375D,1,11:15,11:15,SHMAAS待发计划,13:21,126,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,多次终点ETA一致,是,06:40,浦东大道东波路,13:10,多次终点ETA一致推算，约±3分钟；末段轨迹已观测，班次类型与到达置信度分开判定,8,2,136
浦东35路,沪A68375D,0,13:45,13:45,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:40,,,,8,2,136
浦东35路,沪A68895D,1,08:06,08:06,SHMAAS待发计划,10:35,149,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,06:01,,,终点近站ETA推算，约±5分钟,24,1,149
浦东35路,沪A70597D,1,07:54,07:54,SHMAAS待发计划,待确认,,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,D,证据不足,否,07:29,东波路莱阳路,10:14,已进入线路末段，未发现中途折返证据；终点存在漏采，到达时间待确认,3,1,131
浦东35路,沪A70597D,0,11:00,11:00,SHMAAS待发计划,13:11,131,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,07:29,康恩路康浦路,13:11,终点近站ETA推算，约±2分钟；末段轨迹已观测，班次类型与到达置信度分开判定,3,1,131
浦东35路,沪A70597D,1,13:55,13:55,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,07:29,,,,3,1,131
浦东35路,沪A71572D,1,07:42,07:42,SHMAAS待发计划,10:24,162,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,07:20,东靖路莱阳路,10:21,终点近站ETA推算，约±5分钟；末段轨迹已观测，班次类型与到达置信度分开判定,20,2,144
浦东35路,沪A71572D,0,10:40,10:40,SHMAAS待发计划,12:46,126,全程车,未发现可靠中途折返证据,A,多次终点ETA一致,是,07:20,,,多次终点ETA一致推算，约±3分钟,20,2,144
浦东35路,沪A72873D,1,06:31,06:31,SHMAAS待发计划,09:12,161,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,06:01,东高路张杨北路,09:12,终点近站ETA推算，约±5分钟；末段轨迹已观测，班次类型与到达置信度分开判定,17,4,141.8
浦东35路,沪A72873D,0,09:10,09:10,SHMAAS待发计划,11:28,138,全程车,未发现可靠中途折返证据,A,多次终点ETA一致,是,06:01,,,多次终点ETA一致推算，约±3分钟,17,4,141.8
浦东35路,沪A72873D,0,09:15,09:15,SHMAAS待发计划,11:28,133,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,多次终点ETA一致,是,06:01,康恩路康丽路,11:21,多次终点ETA一致推算，约±3分钟；末段轨迹已观测，班次类型与到达置信度分开判定,17,4,141.8
浦东35路,沪A72873D,1,11:50,11:50,SHMAAS待发计划,14:05,135,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,06:01,,,终点近站ETA推算，约±5分钟,17,4,141.8
浦东35路,沪A72873D,0,14:35,14:35,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:01,,,,17,4,141.8
浦东35路,沪A73927D,0,08:30,08:30,SHMAAS待发计划,10:55,145,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,06:01,康弘路康丽路,10:53,终点近站ETA推算，约±5分钟；末段轨迹已观测，班次类型与到达置信度分开判定,16,2,141
浦东35路,沪A73927D,1,11:25,11:25,SHMAAS待发计划,13:42,137,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,06:01,,,终点近站ETA推算，约±2分钟,16,2,141
浦东35路,沪A73927D,0,14:10,14:10,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:01,,,,16,2,141
浦东35路,沪A79307D,1,12:30,12:30,SHMAAS待发计划,待确认,,疑似区间车,同车发车71分钟后已反向运行，早于该方向已确认全程最短122分钟的80%阈值（97.5分钟）,D,证据不足,否,09:40,浦建路杜鹃路,13:32,,,0,
浦东35路,沪A90275D,1,07:18,07:18,SHMAAS待发计划,10:05,167,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,07:01,东高路张杨北路,10:05,终点近站ETA推算，约±5分钟；末段轨迹已观测，班次类型与到达置信度分开判定,22,3,145.3
浦东35路,沪A90275D,0,10:10,10:10,SHMAAS待发计划,12:29,139,全程车,未发现可靠中途折返证据,A,多次终点ETA一致,是,07:01,,,多次终点ETA一致推算，约±3分钟,22,3,145.3
浦东35路,沪A90275D,0,10:19,10:19,SHMAAS待发计划,12:29,130,全程车,未发现可靠中途折返证据,A,多次终点ETA一致,是,07:01,,,多次终点ETA一致推算，约±3分钟,22,3,145.3
浦东35路,沪A92076D,1,07:30,07:30,SHMAAS待发计划,10:24,174,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,07:10,东靖路莱阳路,10:20,终点近站ETA推算，约±5分钟；末段轨迹已观测，班次类型与到达置信度分开判定,25,2,152.5
浦东35路,沪A92076D,0,10:30,10:30,SHMAAS待发计划,12:41,131,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,多次终点ETA一致,是,07:10,康弘路康丽路,12:37,多次终点ETA一致推算，约±3分钟；末段轨迹已观测，班次类型与到达置信度分开判定,25,2,152.5
浦东35路,沪A92076D,1,13:30,13:30,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,07:10,,,,25,2,152.5
浦东35路,沪A95621D,0,08:18,08:18,SHMAAS待发计划,10:44,146,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,06:01,,,终点近站ETA推算，约±5分钟,23,1,146
浦东35路,沪A95621D,1,14:20,14:20,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:01,,,,23,1,146
浦东78路,沪A35172D,0,06:40,06:40,SHMAAS待发计划,08:35,115,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,多次终点ETA一致,是,06:00,丁香路长柳路,08:34,多次终点ETA一致推算，约±5分钟；末段轨迹已观测，班次类型与到达置信度分开判定,12,4,90.8
浦东78路,沪A35172D,1,08:45,08:45,SHMAAS待发计划,10:08,83,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,多次终点ETA一致,是,06:00,港城路地铁站,10:07,多次终点ETA一致推算，约±3分钟；末段轨迹已观测，班次类型与到达置信度分开判定,12,4,90.8
浦东78路,沪A35172D,0,10:45,10:45,SHMAAS待发计划,12:07,82,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,多次终点ETA一致,是,06:00,丁香路民生路,12:04,多次终点ETA一致推算，约±3分钟；末段轨迹已观测，班次类型与到达置信度分开判定,12,4,90.8
浦东78路,沪A35172D,1,12:15,12:15,SHMAAS待发计划,13:38,83,全程车,未发现可靠中途折返证据,A,多次终点ETA一致,是,06:00,,,多次终点ETA一致推算，约±3分钟,12,4,90.8
浦东78路,沪A35172D,0,14:00,14:00,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:00,,,,12,4,90.8
浦东78路,沪A35186D,0,07:20,07:20,SHMAAS待发计划,09:03,103,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,06:50,锦带路迎春路（浦东新区办公中心）,09:03,终点近站ETA推算，约±5分钟；末段轨迹已观测，班次类型与到达置信度分开判定,6,4,85.8
浦东78路,沪A35186D,1,09:20,09:20,SHMAAS待发计划,10:41,81,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,06:50,港城路地铁站,10:41,终点近站ETA推算，约±2分钟；末段轨迹已观测，班次类型与到达置信度分开判定,6,4,85.8
浦东78路,沪A35186D,0,11:35,11:35,SHMAAS待发计划,12:51,76,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,06:50,锦带路迎春路（浦东新区办公中心）,12:51,终点近站ETA推算，约±2分钟；末段轨迹已观测，班次类型与到达置信度分开判定,6,4,85.8
浦东78路,沪A35186D,1,13:05,13:05,SHMAAS待发计划,14:28,83,全程车,未发现可靠中途折返证据,A,多次终点ETA一致,是,06:50,,,多次终点ETA一致推算，约±4分钟,6,4,85.8
浦东78路,沪A35591D,0,06:10,06:10,SHMAAS待发计划,07:46,96,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,B,末次终点ETA,是,06:00,丁香路长柳路,07:44,末次终点ETA推算，约±10分钟；末段轨迹已观测，班次类型与到达置信度分开判定,14,2,92.5
浦东78路,沪A35591D,1,08:03,08:03,SHMAAS待发计划,09:32,89,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,06:00,,,终点近站ETA推算，约±5分钟,14,2,92.5
浦东78路,沪A35591D,0,14:20,14:20,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:00,,,,14,2,92.5
浦东78路,沪A36809D,1,07:45,07:45,SHMAAS待发计划,09:23,98,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,多次终点ETA一致,是,06:00,港城路地铁站,09:21,多次终点ETA一致推算，约±3分钟；末段轨迹已观测，班次类型与到达置信度分开判定,4,4,85.5
浦东78路,沪A36809D,0,09:55,09:55,SHMAAS待发计划,11:17,82,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,多次终点ETA一致,是,06:00,丁香路民生路,11:16,多次终点ETA一致推算，约±3分钟；末段轨迹已观测，班次类型与到达置信度分开判定,4,4,85.5
浦东78路,沪A36809D,1,11:25,11:25,SHMAAS待发计划,12:46,81,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,多次终点ETA一致,是,06:00,港城路地铁站,12:46,多次终点ETA一致推算，约±4分钟；末段轨迹已观测，班次类型与到达置信度分开判定,4,4,85.5
浦东78路,沪A36809D,0,13:15,13:15,SHMAAS待发计划,14:36,81,全程车,未发现可靠中途折返证据,A,多次终点ETA一致,是,06:00,,,多次终点ETA一致推算，约±3分钟,4,4,85.5
浦东78路,沪A36809D,1,15:00,15:00,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:00,,,,4,4,85.5
浦东78路,沪A36930D,1,08:35,08:35,SHMAAS待发计划,10:01,86,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,07:29,,,终点近站ETA推算，约±2分钟,7,1,86
浦东78路,沪A51173D,0,06:55,06:55,SHMAAS待发计划,08:40,105,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,B,末次终点ETA,是,06:20,丁香路民生路,08:45,末次终点ETA推算，约±10分钟；末段轨迹已观测，班次类型与到达置信度分开判定,2,5,83.4
浦东78路,沪A51173D,1,08:55,08:55,SHMAAS待发计划,10:16,81,全程车,未发现可靠中途折返证据,B,末次终点ETA,是,06:20,,,末次终点ETA推算，约±10分钟,2,5,83.4
浦东78路,沪A51173D,1,08:57,08:57,SHMAAS待发计划,10:16,79,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,B,末次终点ETA,是,06:20,港城路地铁站,10:16,末次终点ETA推算，约±10分钟；末段轨迹已观测，班次类型与到达置信度分开判定,2,5,83.4
浦东78路,沪A51173D,0,11:10,11:10,SHMAAS待发计划,12:24,74,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,06:20,锦带路迎春路（浦东新区办公中心）,12:24,终点近站ETA推算，约±5分钟；末段轨迹已观测，班次类型与到达置信度分开判定,2,5,83.4
浦东78路,沪A51173D,1,12:40,12:40,SHMAAS待发计划,13:58,78,全程车,未发现可靠中途折返证据,A,多次终点ETA一致,是,06:20,,,多次终点ETA一致推算，约±3分钟,2,5,83.4
浦东78路,沪A51173D,0,14:35,14:35,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:20,,,,2,5,83.4
浦东78路,沪A52736D,0,07:30,07:30,SHMAAS待发计划,09:22,112,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,06:20,,,终点近站ETA推算，约±5分钟,15,4,93.8
浦东78路,沪A52736D,0,07:42,07:42,SHMAAS待发计划,09:22,100,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,06:20,锦带路迎春路（浦东新区办公中心）,09:22,终点近站ETA推算，约±5分钟；末段轨迹已观测，班次类型与到达置信度分开判定,15,4,93.8
浦东78路,沪A52736D,1,09:30,09:30,SHMAAS待发计划,10:49,79,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,B,末次终点ETA,是,06:20,和龙路草高支路,10:45,末次终点ETA推算，约±10分钟；末段轨迹已观测，班次类型与到达置信度分开判定,15,4,93.8
浦东78路,沪A52736D,0,12:00,12:00,SHMAAS待发计划,13:24,84,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,06:20,锦带路迎春路（浦东新区办公中心）,13:24,终点近站ETA推算，约±5分钟；末段轨迹已观测，班次类型与到达置信度分开判定,15,4,93.8
浦东78路,沪A52736D,1,13:30,13:30,SHMAAS待发计划,14:50,80,全程车,未发现可靠中途折返证据,D,末次终点ETA,否,06:20,,,末次终点ETA推算，约±20分钟,15,4,93.8
浦东78路,沪A53629D,0,07:55,07:55,SHMAAS待发计划,09:26,91,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,07:00,,,终点近站ETA推算，约±5分钟,5,2,85.5
浦东78路,沪A53629D,0,08:06,08:06,SHMAAS待发计划,09:26,80,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,07:00,,,终点近站ETA推算，约±5分钟,5,2,85.5
浦东78路,沪A55150D,1,06:50,06:50,SHMAAS待发计划,08:35,105,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,B,末次终点ETA,是,06:30,大同路石家街（市七医院）,08:22,末次终点ETA推算，约±10分钟；末段轨迹已观测，班次类型与到达置信度分开判定,17,2,99
浦东78路,沪A55150D,0,08:30,08:30,SHMAAS待发计划,10:03,93,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,06:30,锦带路迎春路（浦东新区办公中心）,10:03,终点近站ETA推算，约±5分钟；末段轨迹已观测，班次类型与到达置信度分开判定,17,2,99
浦东78路,沪A55150D,1,10:20,10:20,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:30,,,,17,2,99
浦东78路,沪A55207D,0,07:54,07:54,SHMAAS待发计划,09:39,105,全程车,未发现可靠中途折返证据,B,末次终点ETA,是,06:20,,,末次终点ETA推算，约±10分钟,16,3,94.7
浦东78路,沪A55207D,0,08:06,08:06,SHMAAS待发计划,09:39,93,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,B,末次终点ETA,是,06:20,丁香路民生路,09:36,末次终点ETA推算，约±10分钟；末段轨迹已观测，班次类型与到达置信度分开判定,16,3,94.7
浦东78路,沪A55207D,1,09:45,09:45,SHMAAS待发计划,11:11,86,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,06:20,港城路地铁站,11:11,终点近站ETA推算，约±2分钟；末段轨迹已观测，班次类型与到达置信度分开判定,16,3,94.7
浦东78路,沪A56123D,0,06:25,06:25,SHMAAS待发计划,08:13,108,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,B,末次终点ETA,是,06:00,芳甸路杨高中路,08:11,末次终点ETA推算，约±10分钟；末段轨迹已观测，班次类型与到达置信度分开判定,13,4,91
浦东78路,沪A56123D,1,08:21,08:21,SHMAAS待发计划,09:50,89,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,多次终点ETA一致,是,06:00,和龙路花山路,09:41,多次终点ETA一致推算，约±4分钟；末段轨迹已观测，班次类型与到达置信度分开判定,13,4,91
浦东78路,沪A56123D,0,10:20,10:20,SHMAAS待发计划,11:41,81,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,06:00,锦带路迎春路（浦东新区办公中心）,11:41,终点近站ETA推算，约±2分钟；末段轨迹已观测，班次类型与到达置信度分开判定,13,4,91
浦东78路,沪A56123D,1,11:50,11:50,SHMAAS待发计划,13:16,86,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,多次终点ETA一致,是,06:00,港城路地铁站,13:17,多次终点ETA一致推算，约±3分钟；末段轨迹已观测，班次类型与到达置信度分开判定,13,4,91
浦东78路,沪A56123D,0,13:40,13:40,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:00,,,,13,4,91
浦东78路,沪A56630D,1,07:15,07:15,SHMAAS待发计划,08:59,104,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,多次终点ETA一致,是,06:50,和龙路花山路,08:52,多次终点ETA一致推算，约±3分钟；末段轨迹已观测，班次类型与到达置信度分开判定,10,3,89.7
浦东78路,沪A56630D,0,09:10,09:10,SHMAAS待发计划,10:35,85,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,06:50,,,终点近站ETA推算，约±5分钟,10,3,89.7
浦东78路,沪A56630D,0,09:15,09:15,SHMAAS待发计划,10:35,80,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,06:50,丁香路合欢路,10:34,终点近站ETA推算，约±5分钟；末段轨迹已观测，班次类型与到达置信度分开判定,10,3,89.7
浦东78路,沪A56630D,1,10:45,10:45,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:50,,,,10,3,89.7
浦东78路,沪A57022D,1,06:40,06:40,SHMAAS待发计划,08:12,92,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,06:30,和龙路草高支路,08:11,终点近站ETA推算，约±5分钟；末段轨迹已观测，班次类型与到达置信度分开判定,3,4,85.2
浦东78路,沪A57022D,0,08:18,08:18,SHMAAS待发计划,09:48,90,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,B,末次终点ETA,是,06:30,丁香路合欢路,09:47,末次终点ETA推算，约±10分钟；末段轨迹已观测，班次类型与到达置信度分开判定,3,4,85.2
浦东78路,沪A57022D,1,10:10,10:10,SHMAAS待发计划,11:31,81,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,多次终点ETA一致,是,06:30,和龙路花山路,11:27,多次终点ETA一致推算，约±3分钟；末段轨迹已观测，班次类型与到达置信度分开判定,3,4,85.2
浦东78路,沪A57022D,0,12:25,12:25,SHMAAS待发计划,13:43,78,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,06:30,丁香路民生路,13:42,终点近站ETA推算，约±5分钟；末段轨迹已观测，班次类型与到达置信度分开判定,3,4,85.2
浦东78路,沪A57022D,1,13:55,13:55,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:30,,,,3,4,85.2
浦东78路,沪A57902D,0,07:30,07:30,SHMAAS待发计划,09:04,94,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,07:20,,,终点近站ETA推算，约±5分钟,9,2,88
浦东78路,沪A57902D,0,07:42,07:42,SHMAAS待发计划,09:04,82,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,07:20,,,终点近站ETA推算，约±5分钟,9,2,88
浦东78路,沪A57902D,1,14:45,14:45,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,07:20,,,,9,2,88
浦东78路,沪A58633D,1,07:00,07:00,SHMAAS待发计划,08:36,96,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,多次终点ETA一致,是,06:30,大同路石家街（市七医院）,08:24,多次终点ETA一致推算，约±3分钟；末段轨迹已观测，班次类型与到达置信度分开判定,8,4,86.8
浦东78路,沪A58633D,0,08:50,08:50,SHMAAS待发计划,10:15,85,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,06:30,锦带路迎春路（浦东新区办公中心）,10:15,终点近站ETA推算，约±5分钟；末段轨迹已观测，班次类型与到达置信度分开判定,8,4,86.8
浦东78路,沪A58633D,1,10:35,10:35,SHMAAS待发计划,11:57,82,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,多次终点ETA一致,是,06:30,大同路和龙路,11:50,多次终点ETA一致推算，约±3分钟；末段轨迹已观测，班次类型与到达置信度分开判定,8,4,86.8
浦东78路,沪A58633D,0,12:50,12:50,SHMAAS待发计划,14:14,84,全程车,未发现可靠中途折返证据,A,多次终点ETA一致,是,06:30,,,多次终点ETA一致推算，约±3分钟,8,4,86.8
浦东78路,沪A58633D,1,14:20,14:20,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:30,,,,8,4,86.8
浦东78路,沪A59117D,1,07:30,07:30,SHMAAS待发计划,09:00,90,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,多次终点ETA一致,是,07:00,和龙路花山路,08:53,多次终点ETA一致推算，约±3分钟；末段轨迹已观测，班次类型与到达置信度分开判定,1,3,79.3
浦东78路,沪A59117D,0,09:30,09:30,SHMAAS待发计划,10:47,77,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,多次终点ETA一致,是,07:00,芳甸路杨高中路,10:40,多次终点ETA一致推算，约±3分钟；末段轨迹已观测，班次类型与到达置信度分开判定,1,3,79.3
浦东78路,沪A59117D,1,11:00,11:00,SHMAAS待发计划,12:11,71,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,07:00,,,终点近站ETA推算，约±2分钟,1,3,79.3
浦东78路,沪A66391D,0,07:10,07:10,SHMAAS待发计划,08:51,101,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,终点近站ETA,是,06:30,锦带路迎春路（浦东新区办公中心）,08:51,终点近站ETA推算，约±2分钟；末段轨迹已观测，班次类型与到达置信度分开判定,11,2,90
浦东78路,沪A66391D,1,09:10,09:10,SHMAAS待发计划,10:29,79,全程车,已观测至线路末段且未满足提前反向判据；按全程车处理，终点到达证据单独评估,A,多次终点ETA一致,是,06:30,和龙路清溪路,10:23,多次终点ETA一致推算，约±3分钟；末段轨迹已观测，班次类型与到达置信度分开判定,11,2,90
